hlpi_name,year,hlpi,nzhec,nzhec_name,nzhec_short,level,nzhec1,nzhec1_name,nzhec1_short,weight,exp_pw,eqv_exp_pw,,,
Expenditure quintile 2,2020,expq2,4.1,Actual rentals for housing,Rent,subgroup,4,Housing and household utilities,Housing,19.3,143.8,86.3,,,
Expenditure quintile 2,2020,expq2,4.3,Property maintenance,Property maintenance,subgroup,4,Housing and household utilities,Housing,1.1,8.1,4.9,,,
Expenditure quintile 2,2020,expq2,4.4,Property rates and related services,Property rates,subgroup,4,Housing and household utilities,Housing,4.5,33.9,20.3,,,
Expenditure quintile 2,2020,expq2,4.5,Household energy,Household energy,subgroup,4,Housing and household utilities,Housing,5.6,42,25.2,,,
Expenditure quintile 2,2020,expq2,5,Household contents and services,Contents and services,group,5,Household contents and services,Contents and services,3.8,28,16.8,,,
Expenditure quintile 2,2020,expq2,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,5,Household contents and services,Contents and services,0.8,5.6,3.4,,,
Expenditure quintile 2,2020,expq2,5.2,Household textiles,Textiles,subgroup,5,Household contents and services,Contents and services,0.4,3.2,1.9,,,
Expenditure quintile 2,2020,expq2,5.3,Household appliances,Appliances,subgroup,5,Household contents and services,Contents and services,0.7,5.4,3.2,,,
Expenditure quintile 2,2020,expq2,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,5,Household contents and services,Contents and services,0.2,1.8,1.1,,,
Expenditure quintile 2,2020,expq2,5.5,Tools and equipment for house and garden,Tools,subgroup,5,Household contents and services,Contents and services,0.5,3.9,2.4,,,
Expenditure quintile 2,2020,expq2,5.6,Other household supplies and services,Other supplies and services,subgroup,5,Household contents and services,Contents and services,1.1,8.2,4.9,,,
Expenditure quintile 2,2020,expq2,6,Health,Health,group,6,Health,Health,2.9,21.8,13.1,,,
Expenditure quintile 2,2020,expq2,6.1,"Medical products, appliances and equipment",Medical products,subgroup,6,Health,Health,0.8,6.3,3.8,,,
Expenditure quintile 2,2020,expq2,6.2,Out-patient services,Out-patient services,subgroup,6,Health,Health,2,14.7,8.8,,,
Expenditure quintile 2,2020,expq2,6.3,Hospital services,Hospital services,subgroup,6,Health,Health,0.1,0.8,0.5,,,
Expenditure quintile 2,2020,expq2,7,Transport,Transport,group,7,Transport,Transport,10,74.4,44.7,,,
Expenditure quintile 2,2020,expq2,7.1,Purchase of vehicles,Vehicles,subgroup,7,Transport,Transport,2.1,15.4,9.2,,,
Expenditure quintile 2,2020,expq2,7.2,Private transport supplies and services,Private transport supplies,subgroup,7,Transport,Transport,6.9,51.4,30.9,,,
Expenditure quintile 2,2020,expq2,7.3,Passenger transport services,Passenger transport,subgroup,7,Transport,Transport,1,7.6,4.6,,,
Expenditure quintile 2,2020,expq2,8,Communication,Communication,group,8,Communication,Communication,3.8,28.1,16.9,,,
Expenditure quintile 2,2020,expq2,8.1,Postal services,Postal services,subgroup,8,Communication,Communication,0.1,0.5,0.3,,,
Expenditure quintile 2,2020,expq2,8.2,Telecommunication equipment,Telecommunication equip,subgroup,8,Communication,Communication,0.2,1.4,0.8,,,
Expenditure quintile 2,2020,expq2,8.3,Telecommunication services,Telecommunication services,subgroup,8,Communication,Communication,3.5,26.3,15.8,,,
Expenditure quintile 2,2020,expq2,9,Recreation and culture,Recreation and culture,group,9,Recreation and culture,Recreation and culture,5.8,43.5,26.1,,,
Expenditure quintile 2,2020,expq2,9.1,Audio-visual and computing equipment,Audio-visual,subgroup,9,Recreation and culture,Recreation and culture,0.6,4.2,2.5,,,
Expenditure quintile 2,2020,expq2,9.2,Major recreational and cultural equipment,Major recreational equip,subgroup,9,Recreation and culture,Recreation and culture,0,0.4,0.2,,,
Expenditure quintile 2,2020,expq2,9.3,Other recreational equipment and supplies,Other recreational equip,subgroup,9,Recreation and culture,Recreation and culture,1.7,13,7.8,,,
Expenditure quintile 2,2020,expq2,9.4,Recreational and cultural services,Rec & cultural services,subgroup,9,Recreation and culture,Recreation and culture,2.1,15.9,9.6,,,
Expenditure quintile 2,2020,expq2,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,9,Recreation and culture,Recreation and culture,0.9,6.4,3.8,,,
Expenditure quintile 2,2020,expq2,9.6,Accommodation services,Accomodation,subgroup,9,Recreation and culture,Recreation and culture,0.5,3.7,2.2,,,
Expenditure quintile 2,2020,expq2,10,Education,Education,group,10,Education,Education,1.1,8.3,5,,,
Expenditure quintile 2,2020,expq2,10.1,Early childhood education,Early childhood education,subgroup,10,Education,Education,0.4,2.6,1.6,,,
Expenditure quintile 2,2020,expq2,10.2,Primary and secondary education,Primary/secondary education,subgroup,10,Education,Education,0.3,2.1,1.3,,,
Expenditure quintile 2,2020,expq2,10.3,Tertiary and other post school education,Tertiary education,subgroup,10,Education,Education,0.4,3.2,1.9,,,
Expenditure quintile 2,2020,expq2,10.4,Other educational fees,Other education,subgroup,10,Education,Education,0,0.3,0.2,,,
Expenditure quintile 2,2020,expq2,11,Miscellaneous goods and services,Miscellaneous,group,11,Miscellaneous goods and services,Miscellaneous,8.1,60.7,36.4,,,
Expenditure quintile 2,2020,expq2,11.1,Personal care,Personal care,subgroup,11,Miscellaneous goods and services,Miscellaneous,1.9,14.1,8.4,,,
Expenditure quintile 2,2020,expq2,11.3,Personal effects,Personal effects,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.1,0.6,0.4,,,
Expenditure quintile 2,2020,expq2,11.4,Insurance,Insurance,subgroup,11,Miscellaneous goods and services,Miscellaneous,5.5,41.4,24.8,,,
Expenditure quintile 2,2020,expq2,11.5,Credit services,Credit services,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.2,1.5,0.9,,,
Expenditure quintile 2,2020,expq2,11.6,Other miscellaneous services,Miscellaneous services,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.4,3.2,1.9,,,
Expenditure quintile 2,2020,expq2,13,Other expenditure,Interest,group,13,Other expenditure,Interest,4,30.1,18.1,,,
Expenditure quintile 2,2020,expq2,13.1,Interest payments,Interest,subgroup,13,Other expenditure,Interest,4,30.1,18.1,,,
Expenditure quintile 2,2020,expq2,04.1.01,Actual rentals for housing,Rent,class,4,Housing and household utilities,Housing,19.3,143.76,86.25,,,
Expenditure quintile 2,2020,expq2,04.4.03,Local authority rates and payments,Local authority rates,class,4,Housing and household utilities,Housing,3.9,28.81,17.28,,,
Expenditure quintile 2,2020,expq2,04.5.01,Electricity,Electricity,class,4,Housing and household utilities,Housing,5,37.6,22.56,,,
Expenditure quintile 2,2020,expq2,07.2.02,Petrol,Petrol,class,7,Transport,Transport,4.2,31.05,18.63,,,
Expenditure quintile 3,2020,expq3,1,Food,Food,group,1,Food,Food,21.4,227.6,132.8,,,
Expenditure quintile 3,2020,expq3,1.1,Fruit and vegetables,Fruit & veg,subgroup,1,Food,Food,2.9,30.7,17.9,,,
Expenditure quintile 3,2020,expq3,1.2,"Meat, poultry and fish",Meat,subgroup,1,Food,Food,3.4,36.2,21.1,,,
Expenditure quintile 3,2020,expq3,1.3,Grocery food,Grocery food,subgroup,1,Food,Food,8,84.7,49.4,,,
Expenditure quintile 3,2020,expq3,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1,Food,Food,2.3,24,14,,,
Expenditure quintile 3,2020,expq3,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,1,Food,Food,4.9,52.1,30.4,,,
Expenditure quintile 3,2020,expq3,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,2,Alcoholic beverages and tobacco,Alcohol and tobacco,6.5,69.1,40.3,,,
Expenditure quintile 3,2020,expq3,2.1,Alcoholic beverages,Alcohol,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,3.3,34.9,20.3,,,
Expenditure quintile 3,2020,expq3,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,3.2,34.3,20,,,
Expenditure quintile 3,2020,expq3,3,Clothing and footwear,Clothing and footwear,group,3,Clothing and footwear,Clothing and footwear,2.7,28.6,16.7,,,
Expenditure quintile 3,2020,expq3,3.1,Clothing,Clothing,subgroup,3,Clothing and footwear,Clothing and footwear,2.2,23.6,13.8,,,
Expenditure quintile 3,2020,expq3,3.2,Footwear,Footwear,subgroup,3,Clothing and footwear,Clothing and footwear,0.5,5,2.9,,,
Expenditure quintile 3,2020,expq3,4,Housing and household utilities,Housing,group,4,Housing and household utilities,Housing,23.9,253.1,147.7,,,
Expenditure quintile 3,2020,expq3,4.1,Actual rentals for housing,Rent,subgroup,4,Housing and household utilities,Housing,13.9,147.6,86.1,,,
Expenditure quintile 3,2020,expq3,4.3,Property maintenance,Property maintenance,subgroup,4,Housing and household utilities,Housing,1.3,13.6,8,,,
Expenditure quintile 3,2020,expq3,4.4,Property rates and related services,Property rates,subgroup,4,Housing and household utilities,Housing,4,42.2,24.6,,,
Expenditure quintile 3,2020,expq3,4.5,Household energy,Household energy,subgroup,4,Housing and household utilities,Housing,4.7,49.7,29,,,
Expenditure quintile 3,2020,expq3,5,Household contents and services,Contents and services,group,5,Household contents and services,Contents and services,3.5,37.6,22,,,
Expenditure quintile 3,2020,expq3,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,5,Household contents and services,Contents and services,1,11.1,6.5,,,
Expenditure quintile 3,2020,expq3,5.2,Household textiles,Textiles,subgroup,5,Household contents and services,Contents and services,0.2,2.5,1.5,,,
Expenditure quintile 3,2020,expq3,5.3,Household appliances,Appliances,subgroup,5,Household contents and services,Contents and services,0.8,8.8,5.1,,,
Expenditure quintile 3,2020,expq3,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,5,Household contents and services,Contents and services,0.2,1.8,1.1,,,
Expenditure quintile 3,2020,expq3,5.5,Tools and equipment for house and garden,Tools,subgroup,5,Household contents and services,Contents and services,0.4,4.4,2.6,,,
Expenditure quintile 3,2020,expq3,5.6,Other household supplies and services,Other supplies and services,subgroup,5,Household contents and services,Contents and services,0.9,9,5.3,,,
Expenditure quintile 3,2020,expq3,6,Health,Health,group,6,Health,Health,3.3,35,20.4,,,
Expenditure quintile 3,2020,expq3,6.1,"Medical products, appliances and equipment",Medical products,subgroup,6,Health,Health,1.4,14.9,8.7,,,
Expenditure quintile 3,2020,expq3,6.2,Out-patient services,Out-patient services,subgroup,6,Health,Health,1.9,20,11.7,,,
Expenditure quintile 3,2020,expq3,6.3,Hospital services,Hospital services,subgroup,6,Health,Health,0,0.1,0.1,,,
Expenditure quintile 3,2020,expq3,7,Transport,Transport,group,7,Transport,Transport,11.6,123.4,72,,,
Expenditure quintile 3,2020,expq3,7.1,Purchase of vehicles,Vehicles,subgroup,7,Transport,Transport,2.9,30.7,17.9,,,
Expenditure quintile 3,2020,expq3,7.2,Private transport supplies and services,Private transport supplies,subgroup,7,Transport,Transport,7.1,75.3,43.9,,,
Expenditure quintile 3,2020,expq3,7.3,Passenger transport services,Passenger transport,subgroup,7,Transport,Transport,1.6,17.4,10.2,,,
Expenditure quintile 3,2020,expq3,8,Communication,Communication,group,8,Communication,Communication,3.5,36.9,21.5,,,
Expenditure quintile 3,2020,expq3,8.1,Postal services,Postal services,subgroup,8,Communication,Communication,0.1,0.8,0.5,,,
Expenditure quintile 3,2020,expq3,8.2,Telecommunication equipment,Telecommunication equip,subgroup,8,Communication,Communication,0.3,2.8,1.6,,,
Expenditure quintile 3,2020,expq3,8.3,Telecommunication services,Telecommunication services,subgroup,8,Communication,Communication,3.1,33.4,19.5,,,
Expenditure quintile 3,2020,expq3,9,Recreation and culture,Recreation and culture,group,9,Recreation and culture,Recreation and culture,7.3,77.8,45.4,,,
Expenditure quintile 3,2020,expq3,9.1,Audio-visual and computing equipment,Audio-visual,subgroup,9,Recreation and culture,Recreation and culture,0.9,10,5.9,,,
Expenditure quintile 3,2020,expq3,9.2,Major recreational and cultural equipment,Major recreational equip,subgroup,9,Recreation and culture,Recreation and culture,0.2,1.8,1.1,,,
Expenditure quintile 3,2020,expq3,9.3,Other recreational equipment and supplies,Other recreational equip,subgroup,9,Recreation and culture,Recreation and culture,2.4,25.9,15.1,,,
Expenditure quintile 3,2020,expq3,9.4,Recreational and cultural services,Rec & cultural services,subgroup,9,Recreation and culture,Recreation and culture,2.3,24.5,14.3,,,
Expenditure quintile 3,2020,expq3,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,9,Recreation and culture,Recreation and culture,0.8,8.8,5.1,,,
Expenditure quintile 3,2020,expq3,9.6,Accommodation services,Accomodation,subgroup,9,Recreation and culture,Recreation and culture,0.6,6.8,4,,,
Expenditure quintile 3,2020,expq3,10,Education,Education,group,10,Education,Education,1,11,6.4,,,
Expenditure quintile 3,2020,expq3,10.1,Early childhood education,Early childhood education,subgroup,10,Education,Education,0.4,4.4,2.6,,,
Expenditure quintile 3,2020,expq3,10.2,Primary and secondary education,Primary/secondary education,subgroup,10,Education,Education,0.3,3.5,2,,,
Expenditure quintile 3,2020,expq3,10.3,Tertiary and other post school education,Tertiary education,subgroup,10,Education,Education,0.3,2.8,1.6,,,
Expenditure quintile 3,2020,expq3,10.4,Other educational fees,Other education,subgroup,10,Education,Education,0,0.3,0.2,,,
Expenditure quintile 3,2020,expq3,11,Miscellaneous goods and services,Miscellaneous,group,11,Miscellaneous goods and services,Miscellaneous,8.8,93.1,54.3,,,
Expenditure quintile 3,2020,expq3,11.1,Personal care,Personal care,subgroup,11,Miscellaneous goods and services,Miscellaneous,2,21.4,12.5,,,
Expenditure quintile 3,2020,expq3,11.3,Personal effects,Personal effects,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.4,3.8,2.2,,,
Expenditure quintile 3,2020,expq3,11.4,Insurance,Insurance,subgroup,11,Miscellaneous goods and services,Miscellaneous,5.2,55.2,32.2,,,
Expenditure quintile 3,2020,expq3,11.5,Credit services,Credit services,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.2,2.4,1.4,,,
Expenditure quintile 3,2020,expq3,11.6,Other miscellaneous services,Miscellaneous services,subgroup,11,Miscellaneous goods and services,Miscellaneous,1,10.3,6,,,
Expenditure quintile 3,2020,expq3,13,Other expenditure,Interest,group,13,Other expenditure,Interest,6.4,67.9,39.6,,,
Expenditure quintile 3,2020,expq3,13.1,Interest payments,Interest,subgroup,13,Other expenditure,Interest,6.4,67.9,39.6,,,
Expenditure quintile 3,2020,expq3,04.1.01,Actual rentals for housing,Rent,class,4,Housing and household utilities,Housing,13.9,147.6,86.14,,,
Expenditure quintile 3,2020,expq3,04.4.03,Local authority rates and payments,Local authority rates,class,4,Housing and household utilities,Housing,3.4,36.31,21.19,,,
Expenditure quintile 3,2020,expq3,04.5.01,Electricity,Electricity,class,4,Housing and household utilities,Housing,4.2,44.64,26.05,,,
Expenditure quintile 3,2020,expq3,07.2.02,Petrol,Petrol,class,7,Transport,Transport,4.5,47.79,27.89,,,
Expenditure quintile 4,2020,expq4,1,Food,Food,group,1,Food,Food,20.3,309.9,171.6,,,
Expenditure quintile 4,2020,expq4,1.1,Fruit and vegetables,Fruit & veg,subgroup,1,Food,Food,2.5,38.4,21.3,,,
Expenditure quintile 4,2020,expq4,1.2,"Meat, poultry and fish",Meat,subgroup,1,Food,Food,2.9,44.9,24.9,,,
Expenditure quintile 4,2020,expq4,1.3,Grocery food,Grocery food,subgroup,1,Food,Food,6.8,104.5,57.8,,,
Expenditure quintile 4,2020,expq4,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1,Food,Food,2,31.1,17.2,,,
Expenditure quintile 4,2020,expq4,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,1,Food,Food,6,91.1,50.4,,,
Expenditure quintile 4,2020,expq4,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,2,Alcoholic beverages and tobacco,Alcohol and tobacco,6.3,96.3,53.3,,,
Expenditure quintile 4,2020,expq4,2.1,Alcoholic beverages,Alcohol,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,4.1,62.4,34.6,,,
Expenditure quintile 4,2020,expq4,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,2.2,33.9,18.8,,,
Expenditure quintile 4,2020,expq4,3,Clothing and footwear,Clothing and footwear,group,3,Clothing and footwear,Clothing and footwear,4.1,62.2,34.5,,,
Expenditure quintile 4,2020,expq4,3.1,Clothing,Clothing,subgroup,3,Clothing and footwear,Clothing and footwear,3.4,52.2,28.9,,,
Expenditure quintile 4,2020,expq4,3.2,Footwear,Footwear,subgroup,3,Clothing and footwear,Clothing and footwear,0.7,10,5.5,,,
Expenditure quintile 4,2020,expq4,4,Housing and household utilities,Housing,group,4,Housing and household utilities,Housing,19.4,296.7,164.3,,,
Expenditure quintile 4,2020,expq4,4.1,Actual rentals for housing,Rent,subgroup,4,Housing and household utilities,Housing,10.8,165.1,91.4,,,
Expenditure quintile 4,2020,expq4,4.3,Property maintenance,Property maintenance,subgroup,4,Housing and household utilities,Housing,1.6,24.5,13.6,,,
Expenditure quintile 4,2020,expq4,4.4,Property rates and related services,Property rates,subgroup,4,Housing and household utilities,Housing,3.5,53.5,29.6,,,
Expenditure quintile 4,2020,expq4,4.5,Household energy,Household energy,subgroup,4,Housing and household utilities,Housing,3.5,53.5,29.7,,,
Expenditure quintile 4,2020,expq4,5,Household contents and services,Contents and services,group,5,Household contents and services,Contents and services,4.5,68.8,38.1,,,
Expenditure quintile 4,2020,expq4,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,5,Household contents and services,Contents and services,1,15.8,8.7,,,
Expenditure quintile 4,2020,expq4,5.2,Household textiles,Textiles,subgroup,5,Household contents and services,Contents and services,0.4,5.8,3.2,,,
Expenditure quintile 4,2020,expq4,5.3,Household appliances,Appliances,subgroup,5,Household contents and services,Contents and services,1,15.4,8.5,,,
Expenditure quintile 4,2020,expq4,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,5,Household contents and services,Contents and services,0.5,7.3,4.1,,,
Expenditure quintile 4,2020,expq4,5.5,Tools and equipment for house and garden,Tools,subgroup,5,Household contents and services,Contents and services,0.6,8.9,4.9,,,
Expenditure quintile 4,2020,expq4,5.6,Other household supplies and services,Other supplies and services,subgroup,5,Household contents and services,Contents and services,1,15.6,8.7,,,
Expenditure quintile 4,2020,expq4,6,Health,Health,group,6,Health,Health,3.6,54.8,30.4,,,
Expenditure quintile 4,2020,expq4,6.1,"Medical products, appliances and equipment",Medical products,subgroup,6,Health,Health,1.4,22.1,12.3,,,
Expenditure quintile 4,2020,expq4,6.2,Out-patient services,Out-patient services,subgroup,6,Health,Health,2.1,32.5,18,,,
Expenditure quintile 4,2020,expq4,6.3,Hospital services,Hospital services,subgroup,6,Health,Health,0,0.2,0.1,,,
Expenditure quintile 4,2020,expq4,7,Transport,Transport,group,7,Transport,Transport,12.1,184.7,102.3,,,
Expenditure quintile 4,2020,expq4,7.1,Purchase of vehicles,Vehicles,subgroup,7,Transport,Transport,3.6,55.4,30.7,,,
Expenditure quintile 4,2020,expq4,7.2,Private transport supplies and services,Private transport supplies,subgroup,7,Transport,Transport,6.9,104.8,58,,,
Expenditure quintile 4,2020,expq4,7.3,Passenger transport services,Passenger transport,subgroup,7,Transport,Transport,1.6,24.6,13.6,,,
Expenditure quintile 4,2020,expq4,8,Communication,Communication,group,8,Communication,Communication,2.8,42.9,23.7,,,
Expenditure quintile 4,2020,expq4,8.1,Postal services,Postal services,subgroup,8,Communication,Communication,0.1,1.8,1,,,
Expenditure quintile 4,2020,expq4,8.2,Telecommunication equipment,Telecommunication equip,subgroup,8,Communication,Communication,0.1,1.4,0.8,,,
Expenditure quintile 4,2020,expq4,8.3,Telecommunication services,Telecommunication services,subgroup,8,Communication,Communication,2.6,39.7,22,,,
Expenditure quintile 4,2020,expq4,9,Recreation and culture,Recreation and culture,group,9,Recreation and culture,Recreation and culture,8.2,124.7,69,,,
Expenditure quintile 4,2020,expq4,9.1,Audio-visual and computing equipment,Audio-visual,subgroup,9,Recreation and culture,Recreation and culture,0.8,11.9,6.6,,,
Expenditure quintile 4,2020,expq4,9.2,Major recreational and cultural equipment,Major recreational equip,subgroup,9,Recreation and culture,Recreation and culture,0.1,2.2,1.2,,,
Expenditure quintile 4,2020,expq4,9.3,Other recreational equipment and supplies,Other recreational equip,subgroup,9,Recreation and culture,Recreation and culture,2.5,38.4,21.3,,,
Expenditure quintile 4,2020,expq4,9.4,Recreational and cultural services,Rec & cultural services,subgroup,9,Recreation and culture,Recreation and culture,3,46.3,25.6,,,
Expenditure quintile 4,2020,expq4,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,9,Recreation and culture,Recreation and culture,0.7,11.4,6.3,,,
Expenditure quintile 4,2020,expq4,9.6,Accommodation services,Accomodation,subgroup,9,Recreation and culture,Recreation and culture,0.9,14.4,8,,,
Expenditure quintile 4,2020,expq4,10,Education,Education,group,10,Education,Education,2.2,33.9,18.8,,,
Expenditure quintile 4,2020,expq4,10.1,Early childhood education,Early childhood education,subgroup,10,Education,Education,0.8,12.7,7,,,
Expenditure quintile 4,2020,expq4,10.2,Primary and secondary education,Primary/secondary education,subgroup,10,Education,Education,0.4,6.8,3.8,,,
Expenditure quintile 4,2020,expq4,10.3,Tertiary and other post school education,Tertiary education,subgroup,10,Education,Education,0.9,13.7,7.6,,,
Expenditure quintile 4,2020,expq4,10.4,Other educational fees,Other education,subgroup,10,Education,Education,0.1,0.8,0.5,,,
Expenditure quintile 4,2020,expq4,11,Miscellaneous goods and services,Miscellaneous,group,11,Miscellaneous goods and services,Miscellaneous,9.6,146.4,81.1,,,
Expenditure quintile 4,2020,expq4,11.1,Personal care,Personal care,subgroup,11,Miscellaneous goods and services,Miscellaneous,2.2,33.7,18.6,,,
Expenditure quintile 4,2020,expq4,11.3,Personal effects,Personal effects,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.4,6.4,3.5,,,
Expenditure quintile 4,2020,expq4,11.4,Insurance,Insurance,subgroup,11,Miscellaneous goods and services,Miscellaneous,5.9,90.9,50.3,,,
Expenditure quintile 4,2020,expq4,11.5,Credit services,Credit services,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.2,3.6,2,,,
Expenditure quintile 4,2020,expq4,11.6,Other miscellaneous services,Miscellaneous services,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.8,11.9,6.7,,,
Expenditure quintile 4,2020,expq4,13,Other expenditure,Interest,group,13,Other expenditure,Interest,7.1,108.1,59.8,,,
Expenditure quintile 4,2020,expq4,13.1,Interest payments,Interest,subgroup,13,Other expenditure,Interest,7.1,108.1,59.8,,,
Expenditure quintile 4,2020,expq4,04.1.01,Actual rentals for housing,Rent,class,4,Housing and household utilities,Housing,10.8,165.14,91.44,,,
Expenditure quintile 4,2020,expq4,04.4.03,Local authority rates and payments,Local authority rates,class,4,Housing and household utilities,Housing,3,45.66,25.28,,,
Expenditure quintile 4,2020,expq4,04.5.01,Electricity,Electricity,class,4,Housing and household utilities,Housing,3.1,47.67,26.39,,,
Expenditure quintile 4,2020,expq4,07.2.02,Petrol,Petrol,class,7,Transport,Transport,4,61.75,34.19,,,
Expenditure quintile 5 (high),2020,expq5,1,Food,Food,group,1,Food,Food,17.4,383.3,223.6,,,
Expenditure quintile 5 (high),2020,expq5,1.1,Fruit and vegetables,Fruit & veg,subgroup,1,Food,Food,2.2,47.9,28,,,
Expenditure quintile 5 (high),2020,expq5,1.2,"Meat, poultry and fish",Meat,subgroup,1,Food,Food,2.4,53.2,31,,,
Expenditure quintile 5 (high),2020,expq5,1.3,Grocery food,Grocery food,subgroup,1,Food,Food,5.4,119.9,69.9,,,
Expenditure quintile 5 (high),2020,expq5,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1,Food,Food,1.7,37,21.6,,,
Expenditure quintile 5 (high),2020,expq5,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,1,Food,Food,5.7,125.3,73.1,,,
Expenditure quintile 5 (high),2020,expq5,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,2,Alcoholic beverages and tobacco,Alcohol and tobacco,6.1,134.5,78.5,,,
Expenditure quintile 5 (high),2020,expq5,2.1,Alcoholic beverages,Alcohol,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,4.5,100.2,58.4,,,
Expenditure quintile 5 (high),2020,expq5,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,1.6,34.3,20,,,
Expenditure quintile 5 (high),2020,expq5,3,Clothing and footwear,Clothing and footwear,group,3,Clothing and footwear,Clothing and footwear,4.5,98.3,57.3,,,
Expenditure quintile 5 (high),2020,expq5,3.1,Clothing,Clothing,subgroup,3,Clothing and footwear,Clothing and footwear,3.6,78.4,45.7,,,
Expenditure quintile 5 (high),2020,expq5,3.2,Footwear,Footwear,subgroup,3,Clothing and footwear,Clothing and footwear,0.9,19.9,11.6,,,
Expenditure quintile 5 (high),2020,expq5,4,Housing and household utilities,Housing,group,4,Housing and household utilities,Housing,14.9,328.8,191.8,,,
Expenditure quintile 5 (high),2020,expq5,4.1,Actual rentals for housing,Rent,subgroup,4,Housing and household utilities,Housing,4.9,107.8,62.9,,,
Expenditure quintile 5 (high),2020,expq5,4.3,Property maintenance,Property maintenance,subgroup,4,Housing and household utilities,Housing,3.7,82.4,48.1,,,
Expenditure quintile 5 (high),2020,expq5,4.4,Property rates and related services,Property rates,subgroup,4,Housing and household utilities,Housing,3.5,76.3,44.5,,,
Expenditure quintile 5 (high),2020,expq5,4.5,Household energy,Household energy,subgroup,4,Housing and household utilities,Housing,2.8,62.3,36.3,,,
Expenditure quintile 5 (high),2020,expq5,5,Household contents and services,Contents and services,group,5,Household contents and services,Contents and services,5.1,113.6,66.3,,,
Expenditure quintile 5 (high),2020,expq5,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,5,Household contents and services,Contents and services,1.4,30.2,17.6,,,
Expenditure quintile 5 (high),2020,expq5,5.2,Household textiles,Textiles,subgroup,5,Household contents and services,Contents and services,0.6,13.8,8,,,
Expenditure quintile 5 (high),2020,expq5,5.3,Household appliances,Appliances,subgroup,5,Household contents and services,Contents and services,1,23,13.4,,,
Expenditure quintile 5 (high),2020,expq5,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,5,Household contents and services,Contents and services,0.3,6.9,4,,,
Expenditure quintile 5 (high),2020,expq5,5.5,Tools and equipment for house and garden,Tools,subgroup,5,Household contents and services,Contents and services,0.5,12.1,7.1,,,
Expenditure quintile 5 (high),2020,expq5,5.6,Other household supplies and services,Other supplies and services,subgroup,5,Household contents and services,Contents and services,1.2,27.6,16.1,,,
Expenditure quintile 5 (high),2020,expq5,6,Health,Health,group,6,Health,Health,4.7,104,60.7,,,
Expenditure quintile 5 (high),2020,expq5,6.1,"Medical products, appliances and equipment",Medical products,subgroup,6,Health,Health,1.3,27.6,16.1,,,
Expenditure quintile 5 (high),2020,expq5,6.2,Out-patient services,Out-patient services,subgroup,6,Health,Health,2.8,62.2,36.3,,,
Expenditure quintile 5 (high),2020,expq5,6.3,Hospital services,Hospital services,subgroup,6,Health,Health,0.6,14.2,8.3,,,
Expenditure quintile 5 (high),2020,expq5,7,Transport,Transport,group,7,Transport,Transport,13.3,294.4,171.7,,,
Expenditure quintile 5 (high),2020,expq5,7.1,Purchase of vehicles,Vehicles,subgroup,7,Transport,Transport,5.6,122.5,71.5,,,
Expenditure quintile 5 (high),2020,expq5,7.2,Private transport supplies and services,Private transport supplies,subgroup,7,Transport,Transport,5.8,128.6,75,,,
Expenditure quintile 5 (high),2020,expq5,7.3,Passenger transport services,Passenger transport,subgroup,7,Transport,Transport,2,43.3,25.3,,,
